Sample	raw_total_sequences	filtered_sequences	sequences	is_sorted	1st_fragments	last_fragments	reads_mapped	reads_mapped_and_paired	reads_unmapped	reads_properly_paired	reads_paired	reads_duplicated	reads_MQ0	reads_QC_failed	non-primary_alignments	supplementary_alignments	total_length	total_first_fragment_length	total_last_fragment_length	bases_mapped	bases_mapped_(cigar)	bases_trimmed	bases_duplicated	mismatches	error_rate	average_length	average_first_fragment_length	average_last_fragment_length	maximum_length	maximum_first_fragment_length	maximum_last_fragment_length	average_quality	insert_size_average	insert_size_standard_deviation	inward_oriented_pairs	outward_oriented_pairs	pairs_with_other_orientation	pairs_on_different_chromosomes	percentage_of_properly_paired_reads_(%)	reads_mapped_percent	reads_mapped_and_paired_percent	reads_unmapped_percent	reads_properly_paired_percent	reads_paired_percent	reads_duplicated_percent	reads_MQ0_percent	reads_QC_failed_percent
GRCg7b.D300725.lib1.stats.tsv	17464928.0	0.0	17464928.0	1.0	8732464.0	8732464.0	9677.0	6556.0	17455251.0	6362.0	17464928.0	0.0	4580.0	0.0	0.0	0.0	2588472292.0	1294256331.0	1294215961.0	1386443.0	1386443.0	0.0	0.0	94933.0	0.06847234	148.0	148.0	148.0	150.0	150.0	150.0	39.4	194.2	77.2	2824.0	426.0	3.0	25.0	0.0	0.055408187196649195	0.03753808776079695	99.94459181280335	0.03642729016689906	100.0	0.0	0.026223984433259618	0.0
GRCg7b.D300726.lib1.stats.tsv	29858244.0	0.0	29858244.0	1.0	14929122.0	14929122.0	3990.0	1652.0	29854254.0	1614.0	29858244.0	0.0	1059.0	0.0	0.0	0.0	4422603128.0	2211346575.0	2211256553.0	564484.0	564484.0	0.0	0.0	24846.0	0.04401542	148.0	148.0	148.0	150.0	150.0	150.0	39.4	176.7	69.6	667.0	151.0	0.0	8.0	0.0	0.013363143525788055	0.005532810301905229	99.9866368564742	0.005405542268326295	100.0	0.0	0.003546759146318183	0.0
GRCg7b.D300727.lib1.stats.tsv	25384952.0	0.0	25384952.0	1.0	12692476.0	12692476.0	5699.0	3514.0	25379253.0	3446.0	25384952.0	0.0	2253.0	0.0	0.0	0.0	3758404448.0	1879237115.0	1879167333.0	799702.0	799702.0	0.0	0.0	46625.0	0.05830297	148.0	148.0	148.0	150.0	150.0	150.0	39.4	177.5	72.2	1463.0	285.0	2.0	7.0	0.0	0.02245030835591101	0.013842846738492946	99.97754969164409	0.013574971502802133	100.0	0.0	0.008875336853108881	0.0
GRCg7b.D300728.lib1.stats.tsv	440398.0	0.0	440398.0	1.0	220199.0	220199.0	24849.0	18434.0	415549.0	18104.0	440398.0	0.0	11027.0	0.0	0.0	0.0	64345534.0	32171614.0	32173920.0	3546620.0	3546620.0	0.0	0.0	249017.0	0.07021248	146.0	146.0	146.0	150.0	150.0	150.0	38.4	192.0	75.2	7928.0	1241.0	5.0	43.0	4.1	5.642396196168012	4.185759245046526	94.35760380383199	4.1108270246458885	100.0	0.0	2.503871498054033	0.0
GRCg7b.D300729.lib1.stats.tsv	18449738.0	0.0	18449738.0	1.0	9224869.0	9224869.0	13918.0	9456.0	18435820.0	9284.0	18449738.0	0.0	6040.0	0.0	0.0	0.0	2727359248.0	1363695579.0	1363663669.0	1994895.0	1994895.0	0.0	0.0	132732.0	0.06653583	148.0	148.0	148.0	150.0	150.0	150.0	39.4	188.4	68.6	4087.0	614.0	3.0	24.0	0.1	0.07543738561490683	0.05125276033730127	99.9245626143851	0.05032049777617438	100.0	0.0	0.0327375922628278	0.0
GRCg7b.D300730.lib1.stats.tsv	26161882.0	0.0	26161882.0	1.0	13080941.0	13080941.0	1965.0	100.0	26159917.0	98.0	26161882.0	0.0	93.0	0.0	0.0	0.0	3870066079.0	1935066554.0	1934999525.0	279635.0	279635.0	0.0	0.0	3596.0	0.01285962	148.0	148.0	148.0	150.0	150.0	150.0	39.3	190.6	80.6	48.0	1.0	1.0	0.0	0.0	0.00751092753954016	0.00038223549819542803	99.99248907246046	0.0003745907882315194	100.0	0.0	0.000355479013321748	0.0
GRCg7b.D300731.lib1.stats.tsv	24407004.0	0.0	24407004.0	1.0	12203502.0	12203502.0	6962.0	3994.0	24400042.0	3926.0	24407004.0	0.0	2523.0	0.0	0.0	0.0	3613536177.0	1806816179.0	1806719998.0	992792.0	992792.0	0.0	0.0	56777.0	0.05718922	148.0	148.0	148.0	150.0	150.0	150.0	39.4	184.3	67.9	1723.0	265.0	0.0	9.0	0.0	0.028524598922506014	0.016364155141696212	99.9714754010775	0.016085546591462024	100.0	0.0	0.010337196650600787	0.0
GRCg7b.D300732.lib1.stats.tsv	335878.0	0.0	335878.0	1.0	167939.0	167939.0	26857.0	19862.0	309021.0	19298.0	335878.0	0.0	13398.0	0.0	0.0	0.0	49113854.0	24555422.0	24558432.0	3866867.0	3866867.0	0.0	0.0	286471.0	0.07408349	146.0	146.0	146.0	150.0	150.0	150.0	38.0	193.8	77.2	8702.0	1130.0	11.0	88.0	5.7	7.9960580925216895	5.913456671767725	92.00394190747832	5.745538558643317	100.0	0.0	3.9889483681574855	0.0
GRCg7b.D300733.lib1.stats.tsv	31071478.0	0.0	31071478.0	1.0	15535739.0	15535739.0	4194.0	1080.0	31067284.0	1032.0	31071478.0	0.0	605.0	0.0	0.0	0.0	4603073637.0	2301615472.0	2301458165.0	591345.0	591345.0	0.0	0.0	16286.0	0.02754061	148.0	148.0	148.0	150.0	150.0	150.0	39.3	171.3	66.4	456.0	81.0	1.0	2.0	0.0	0.013497909561946167	0.003475856539556953	99.98650209043805	0.003321374026687755	100.0	0.0	0.0019471233392888488	0.0
GRCg7b.D300734.lib1.stats.tsv	1779714.0	0.0	1779714.0	1.0	889857.0	889857.0	40773.0	33542.0	1738941.0	32840.0	1779714.0	0.0	20853.0	0.0	0.0	0.0	257694558.0	128834207.0	128860351.0	5575585.0	5575585.0	0.0	0.0	413338.0	0.07413357	145.0	145.0	145.0	150.0	150.0	150.0	39.0	165.0	67.6	13253.0	3411.0	11.0	96.0	1.8	2.2909860797858532	1.8846848426207807	97.70901392021415	1.8452403026553705	100.0	0.0	1.1717051166648125	0.0
GRCg7b.D300735.lib1.stats.tsv	726808.0	0.0	726808.0	1.0	363404.0	363404.0	12420.0	10128.0	714388.0	10012.0	726808.0	0.0	5702.0	0.0	0.0	0.0	103732111.0	51858631.0	51873480.0	1679934.0	1679934.0	0.0	0.0	118921.0	0.07078909	143.0	143.0	143.0	150.0	150.0	150.0	39.2	158.6	63.5	3795.0	1253.0	1.0	15.0	1.4	1.7088419500060539	1.3934904403914101	98.29115804999394	1.3775302418245259	100.0	0.0	0.7845263123135684	0.0
GRCg7b.D300736.lib1.stats.tsv	2519188.0	0.0	2519188.0	1.0	1259594.0	1259594.0	28807.0	24126.0	2490381.0	23728.0	2519188.0	0.0	13656.0	0.0	0.0	0.0	358330763.0	179135519.0	179195244.0	3658830.0	3658830.0	0.0	0.0	257532.0	0.07038643	142.0	142.0	142.0	150.0	150.0	150.0	39.3	155.8	76.5	8864.0	3148.0	0.0	51.0	0.9	1.1435033828360566	0.9576895412331276	98.85649661716394	0.9418907997338825	100.0	0.0	0.5420794319439438	0.0
GRCg7b.D300737.lib1.stats.tsv	598308.0	0.0	598308.0	1.0	299154.0	299154.0	28732.0	21450.0	569576.0	21006.0	598308.0	0.0	13116.0	0.0	0.0	0.0	87873002.0	43937518.0	43935484.0	4109139.0	4109139.0	0.0	0.0	288749.0	0.07026995	147.0	147.0	147.0	150.0	150.0	150.0	38.6	185.4	69.0	9170.0	1462.0	7.0	86.0	3.5	4.802208895752689	3.585110010228845	95.19779110424732	3.5109007400870453	100.0	0.0	2.192181953107764	0.0
GRCg7b.D300738.lib1.stats.tsv	14846912.0	0.0	14846912.0	1.0	7423456.0	7423456.0	18254.0	13606.0	14828658.0	13308.0	14846912.0	0.0	8688.0	0.0	0.0	0.0	2196969499.0	1098518546.0	1098450953.0	2495292.0	2495292.0	0.0	0.0	173500.0	0.06953094	148.0	148.0	148.0	150.0	150.0	150.0	39.4	175.5	78.3	5544.0	1205.0	1.0	53.0	0.1	0.12294812550919679	0.09164195221201554	99.8770518744908	0.0896348008259226	100.0	0.0	0.05851721893414604	0.0
